ID,Education,Marital_Status,Income,percent_kids,percent_teenagers,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_age,joining_company,Tot_amnt_spent,last_purchase_day_type,minor_home,total_accept,Total_num_purchase,AOV
5740,Master,Divorced,0,50,50,1,7.14,3.57,21.43,12.5,8.93,46.43,2,1,2,2,6,0,0,0,0,0,0,1,1,2,56,Weekday,2,1,7,8
5731,Master,Married,0,100,0,64,32.43,0,35.14,5.41,0,27.03,1,1,0,3,7,0,0,0,0,0,0,0,0,2,37,Weekday,1,0,5,7.4
7290,Graduation,Single,2,0,0,68,35.85,4.55,55.17,1.76,0,2.69,1,3,5,12,2,0,0,0,0,0,0,0,0,3,968,Weekend,0,0,21,46.0952381
3846,Graduation,Married,1,0,100,98,71.11,1.85,19.63,0,1.85,5.56,4,6,1,4,8,0,0,0,0,0,0,0,1,3,270,Weekday,1,0,15,18
8104,PhD,Married,1,0,0,32,86.69,0,4.32,0,0,8.99,1,5,1,5,7,0,0,0,0,0,0,0,2,1,278,Weekend,0,0,12,23.16666667
4507,Graduation,Single,2,0,0,87,50.48,2.24,39.28,2.4,1.12,4.48,1,6,7,8,3,0,0,0,0,0,0,0,2,3,1250,Weekday,0,0,22,56.81818182
11013,Graduation,Live_in,2,0,0,84,35.82,2.99,30.06,19.62,5.76,5.76,1,2,8,6,1,0,0,0,0,0,0,0,0,2,938,Weekday,0,0,17,55.17647059
4491,Master,Married,1,50,50,3,93.29,0,3.82,0,0,2.89,11,3,4,10,8,0,1,0,0,0,0,0,2,3,1178,Weekday,2,1,28,42.07142857
3759,Graduation,Live_in,2,0,100,34,64.33,1.65,15.67,1.04,0,17.32,2,7,6,11,5,1,0,0,0,0,0,0,1,1,1155,Weekday,2,1,26,44.42307692
1162,PhD,Single,1,0,0,23,18.99,12.71,40.89,13.02,9.04,5.36,2,5,2,11,5,0,0,0,0,0,0,1,0,3,653,Weekday,0,1,20,32.65
2055,PhD,Divorced,0,50,50,37,30.61,0,16.33,8.16,4.08,40.82,2,1,1,2,5,1,0,0,0,0,0,0,1,0,49,Weekday,2,1,6,8.166666667
10766,PhD,Married,2,0,100,22,78.46,3.75,13.64,2.37,0,1.78,1,4,4,8,2,0,0,0,0,0,0,0,1,0,506,Weekday,1,0,17,29.76470588
4415,Graduation,Married,0,50,50,19,26.32,10.53,10.53,7.89,7.89,36.84,3,1,1,3,7,0,0,0,0,0,0,0,1,3,38,Weekend,2,0,8,4.75
3005,Graduation,Single,2,0,0,7,32.12,7.09,41.09,8.12,2.67,8.91,1,4,10,8,1,1,0,0,1,0,0,1,0,0,1650,Weekday,0,3,23,71.73913043
2223,Master,Divorced,2,0,100,52,66.54,1.81,13.64,3.5,6.35,8.16,8,8,9,8,6,0,0,0,0,0,0,0,1,3,1826,Weekday,1,0,33,55.33333333
4817,Graduation,Divorced,0,0,0,91,16.67,11.11,38.89,0,22.22,11.11,1,1,0,2,8,0,0,0,0,0,0,0,1,3,18,Weekday,0,0,4,4.5
2875,Graduation,Married,2,0,0,93,49.01,4.86,42.16,1.21,0.88,1.88,1,3,7,13,2,0,0,0,0,0,1,0,0,0,906,Weekday,0,0,24,37.75
10536,PhD,Live_in,0,100,0,78,56.52,0,32.61,4.35,2.17,4.35,2,3,0,3,8,0,0,0,0,0,0,0,1,0,46,Weekday,1,0,8,5.75
11112,Graduation,Live_in,2,0,100,23,49.83,7.72,18.89,5.55,5.15,12.86,6,5,6,8,3,0,0,0,0,0,0,0,1,3,1477,Weekday,1,0,25,59.08
3807,Graduation,Live_in,1,0,100,83,61.75,2.74,22.98,2.48,2.74,7.31,3,9,2,9,6,0,0,0,0,0,0,0,1,3,766,Weekday,1,0,23,33.30434783
9197,Graduation,Married,0,0,100,92,68.09,0,10.64,4.26,0,17.02,2,2,0,3,5,0,0,0,0,0,0,0,2,0,47,Weekday,1,0,7,6.714285714
10832,Graduation,Live_in,1,0,0,4,61.67,2.14,6.42,0.86,2.14,26.77,1,6,1,6,6,0,0,0,0,0,0,0,1,1,467,Weekend,0,0,14,33.35714286
6421,Graduation,Live_in,2,0,0,32,49.62,8.41,26.23,3.64,6.52,5.58,1,4,7,9,1,0,0,0,1,0,0,0,1,2,2116,Weekend,0,1,21,100.7619048
4207,PhD,Married,2,0,0,27,77.12,3.39,8.24,4.47,3.39,3.39,1,6,7,11,2,1,0,1,0,0,0,0,0,2,1298,Weekday,0,2,25,51.92
577,Master,Live_in,0,50,50,10,40.91,4.55,31.82,0,13.64,9.09,2,1,0,3,7,0,0,0,0,0,0,0,0,1,22,Weekday,2,0,6,3.666666667
10855,Master,Single,1,100,0,9,59.09,3.54,19.44,4.8,2.53,10.61,2,4,1,8,5,0,0,0,0,0,0,0,1,0,396,Weekday,1,0,15,26.4
3081,PhD,Married,1,100,0,65,35,10,30,10,0,15,1,1,0,2,7,0,0,0,0,0,0,0,0,2,20,Weekday,1,0,4,5
3535,Graduation,Single,2,0,0,68,25.96,11.17,34.54,6.72,9.51,12.1,1,4,3,5,2,0,0,0,0,0,0,0,1,0,967,Weekend,0,0,13,74.38461538
247,Graduation,Married,0,100,0,16,48.18,2.8,35.01,5.88,3.64,4.48,6,7,2,4,9,0,0,0,0,0,0,1,1,3,357,Weekday,1,1,19,18.78947368
8707,Graduation,Married,2,0,0,12,40.33,3,39.11,4.57,5.92,7.07,1,5,6,4,3,0,0,0,0,0,0,1,1,3,1401,Weekend,0,1,16,87.5625
9523,Graduation,Live_in,0,100,0,95,33.33,0,53.33,13.33,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,1,15,Weekend,1,0,4,3.75
6072,Master,Single,2,0,0,16,43.99,2.73,40.34,4.74,1.82,6.37,1,5,8,6,3,0,0,0,1,0,0,1,1,2,2087,Weekday,0,2,20,104.35
6295,Graduation,Married,1,0,100,46,66.46,0.82,16.11,2.14,0,14.48,4,11,6,5,8,0,0,0,0,0,0,0,0,2,981,Weekend,1,0,26,37.73076923
10914,Graduation,Single,0,50,50,3,23.53,5.88,41.18,11.76,5.88,11.76,2,1,0,3,4,0,0,0,0,0,0,0,1,1,17,Weekday,2,0,6,2.833333333
1509,PhD,Live_in,2,0,0,80,29.06,5.16,19.69,20.27,10.33,15.49,0,9,9,4,5,0,1,1,1,1,0,1,1,3,523,Weekday,0,5,22,23.77272727
5577,Graduation,Live_in,1,100,0,77,34.78,0,39.13,8.7,4.35,13.04,1,1,0,2,6,0,0,0,0,0,0,0,0,0,23,Weekday,1,0,4,5.75
7348,PhD,Single,2,0,0,0,28.19,10.91,34.48,20.13,2.68,3.61,1,4,7,5,2,0,0,0,0,0,0,1,1,0,1192,Weekday,0,1,17,70.11764706
1127,PhD,Married,2,0,0,62,47.91,0.97,43.05,1.28,4.85,1.94,1,6,6,7,2,0,0,1,0,0,0,0,1,0,1958,Weekday,0,1,20,97.9
1833,PhD,Single,0,100,0,91,51.13,6.02,13.53,14.29,6.02,9.02,2,2,1,4,5,0,0,0,0,0,0,0,1,0,133,Weekday,1,0,9,14.77777778
4944,Graduation,Live_in,2,0,0,24,29.21,2.96,50.06,5.41,2.7,9.65,1,4,5,7,2,0,0,0,0,0,0,0,1,1,777,Weekday,0,0,17,45.70588235
9080,PhD,Single,0,50,50,2,52.05,5.48,30.14,4.11,4.11,4.11,3,3,0,3,8,0,0,0,0,0,0,0,1,2,73,Weekday,2,0,9,8.111111111
6466,PhD,Married,1,50,50,22,86.78,0,7.44,1.65,0.83,3.31,3,2,1,4,3,0,0,0,0,0,0,0,1,0,121,Weekday,2,0,10,12.1
9964,Graduation,Single,1,0,100,56,38.21,11.79,23.58,12.97,7.08,6.37,1,4,2,8,4,0,0,0,0,0,0,0,0,1,424,Weekday,1,0,15,28.26666667
4790,Graduation,Divorced,2,0,100,54,66.13,0.92,24.88,2.42,1.84,3.8,1,4,3,5,1,0,0,0,0,0,0,0,1,0,868,Weekend,1,0,13,66.76923077
10245,Master,Single,2,0,0,71,21.16,10.58,48.81,8.86,5.16,5.42,1,3,3,8,1,0,0,0,0,0,0,0,0,3,756,Weekday,0,0,15,50.4
1109,Master,Live_in,0,100,0,38,50,0,41.67,0,0,8.33,1,1,0,2,7,0,0,0,0,0,0,0,0,2,12,Weekday,1,0,4,3
6001,Graduation,Married,1,0,100,62,65.53,3.74,17.08,6.19,3.74,3.74,2,5,8,10,5,0,0,0,0,0,0,0,0,3,937,Weekday,1,0,25,37.48
5538,Graduation,Divorced,2,0,0,78,48.17,8.65,23.09,9.99,8.65,1.45,0,4,7,6,1,1,0,1,1,0,0,1,1,1,1862,Weekday,0,4,17,109.5294118
10552,Master,Married,1,0,100,18,19.07,14.71,29.7,21.8,2.45,12.26,2,4,1,7,5,0,0,0,0,0,0,0,0,2,367,Weekend,1,0,14,26.21428571
1545,Graduation,Married,0,100,0,95,27.09,4.29,46.5,5.64,4.29,12.19,6,7,2,5,8,0,0,0,0,0,0,0,0,1,443,Weekend,1,0,20,22.15
7409,Graduation,Live_in,1,100,0,66,79.03,0.75,11.24,2.62,2.62,3.75,2,4,1,6,5,0,0,0,0,0,0,0,1,1,267,Weekday,1,0,13,20.53846154
4444,Graduation,Married,0,100,0,28,18.03,0,26.23,11.48,9.84,34.43,1,2,0,3,8,0,0,0,0,0,0,0,1,0,61,Weekday,1,0,6,10.16666667
146,PhD,Single,2,0,0,78,57.45,4.01,30.23,1.28,7.03,0,1,4,5,11,2,0,0,0,1,0,0,0,1,1,1323,Weekday,0,1,21,63
6271,PhD,Married,1,0,100,13,84.13,0,12.7,0,0,3.17,1,2,0,3,5,0,0,0,0,0,0,0,2,0,63,Weekday,1,0,6,10.5
10065,Master,Married,0,0,0,27,10.94,6.25,20.31,23.44,12.5,26.56,2,2,0,4,5,0,0,0,0,0,0,0,1,1,64,Weekday,0,0,8,8
4741,Master,Married,2,100,0,17,69.57,5.69,12.46,3.74,5.69,2.85,2,6,2,9,5,0,1,0,0,0,0,0,1,0,562,Weekday,1,1,19,29.57894737
246,Graduation,Married,2,50,50,71,63.78,2.88,18.27,6.41,6.73,1.92,7,4,1,7,4,0,0,0,0,0,0,0,1,0,312,Weekday,2,0,19,16.42105263
375,Graduation,Divorced,2,0,0,79,44.64,4.84,38.84,7.44,2.85,1.38,1,2,2,11,1,0,0,0,0,0,0,0,2,2,1156,Weekday,0,0,16,72.25
1524,Master,Single,2,0,0,1,64.22,4.08,10.42,2.72,14.49,4.08,1,8,2,5,5,0,0,0,1,0,0,1,0,2,1104,Weekday,0,2,16,69
10022,PhD,Single,1,50,50,78,75,0,25,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,1,0,16,Weekday,2,0,4,4
7451,Master,Single,2,0,0,23,49.8,0.95,35.41,6.23,5.73,1.89,0,4,6,9,1,0,1,0,0,0,0,0,1,0,2008,Weekday,0,1,19,105.6842105
11010,PhD,Single,0,100,0,75,43.18,6.82,40.91,6.82,2.27,0,3,3,0,3,8,0,0,0,0,0,0,0,0,1,44,Weekend,1,0,9,4.888888889
4356,Graduation,Live_in,2,0,100,70,77.76,1.78,8.89,0,0.89,10.67,3,3,3,5,6,0,1,1,0,0,0,0,1,1,1574,Weekday,1,2,14,112.4285714
3885,PhD,Married,0,100,0,10,25.4,3.17,28.57,4.76,0,38.1,1,1,1,2,8,1,0,0,0,0,0,1,0,1,63,Weekday,1,2,5,12.6
1175,Master,Married,0,0,0,24,20.66,9.15,12.68,15.02,6.57,35.92,1,3,5,3,6,1,0,0,0,0,0,1,0,1,426,Weekday,0,2,12,35.5
880,Basic,Live_in,0,0,0,47,2.08,23.96,11.46,8.33,6.25,47.92,1,2,1,2,8,0,0,0,0,0,0,0,1,2,96,Weekend,0,0,6,16
2320,Master,Married,1,0,100,98,80,1.73,9.29,3.62,0.79,4.57,5,11,1,6,9,0,0,0,0,0,0,0,0,1,635,Weekday,1,0,23,27.60869565
850,Graduation,Single,2,0,100,4,50.33,3.7,28.4,11.1,3.7,2.77,2,6,5,9,3,0,0,0,0,0,0,0,1,1,757,Weekend,1,0,22,34.40909091
4713,PhD,Married,0,100,0,15,59.2,0,33.6,1.6,0.8,4.8,2,2,1,4,7,0,0,0,0,0,0,0,0,3,125,Weekday,1,0,9,13.88888889
675,Master,Divorced,1,50,50,67,43.98,0,28.01,2.11,3.92,21.99,5,4,2,5,7,0,0,0,0,0,0,0,1,2,332,Weekend,2,0,16,20.75
5025,Graduation,Single,1,100,0,32,17.04,12.59,17.04,31.85,14.81,6.67,1,2,1,4,3,0,0,0,0,0,0,0,0,1,135,Weekend,1,0,8,16.875
2308,Graduation,Married,1,0,100,40,33.33,1.52,41.52,7.88,6.97,8.79,2,6,1,5,7,0,0,0,0,0,0,0,2,3,330,Weekend,1,0,14,23.57142857
5995,Graduation,Divorced,0,50,50,54,42.97,0.78,38.28,1.04,6.25,10.68,7,6,2,5,8,0,0,0,0,0,0,1,1,3,384,Weekend,2,1,20,19.2
6749,Graduation,Single,2,50,50,78,55.57,2.73,28.69,4.76,2.73,5.52,4,5,3,6,8,0,0,0,0,0,0,0,1,3,1722,Weekday,2,0,18,95.66666667
1010,Graduation,Live_in,1,67,33,94,52.56,0,21.79,3.85,1.28,20.51,2,1,1,3,3,0,0,0,0,0,0,0,0,0,78,Weekday,3,0,7,11.14285714
8977,Basic,Single,0,0,0,51,4.17,12.5,16.67,8.33,12.5,45.83,1,0,0,3,4,0,0,0,0,0,0,0,0,3,24,Weekday,0,0,4,6
4756,Master,Divorced,2,0,0,42,15.07,2.48,70.03,0,2.83,9.59,1,7,6,11,4,0,0,0,0,0,0,1,2,1,1168,Weekday,0,1,25,46.72
3412,Master,Married,2,0,100,67,85.16,0.84,5.54,1.15,0,7.31,4,2,2,9,7,0,1,0,0,0,0,0,2,3,957,Weekend,1,1,17,56.29411765
606,Graduation,Single,0,50,50,87,40,6.67,13.33,13.33,0,26.67,1,1,0,2,7,0,0,0,0,0,0,0,1,1,15,Weekday,2,0,4,3.75
5961,Graduation,Married,1,100,0,29,14.04,7.02,35.09,10.53,5.26,28.07,1,1,0,3,5,0,0,0,0,0,0,0,0,0,57,Weekday,1,0,5,11.4
2975,Graduation,Live_in,2,0,100,89,36.66,2.15,44.17,11.2,1.53,4.29,2,6,7,9,3,0,0,0,1,0,0,0,0,3,1956,Weekend,1,1,24,81.5
2894,Graduation,Single,2,0,0,74,53.01,6.86,37.26,0,0.94,1.94,1,7,5,8,4,0,1,1,1,0,0,1,0,1,2013,Weekend,0,4,21,95.85714286
7613,Master,Live_in,1,100,0,97,50.92,1.53,32.82,3.37,2.45,8.9,2,5,1,6,6,0,0,0,0,0,0,0,1,0,326,Weekday,1,0,14,23.28571429
10542,PhD,Married,0,50,50,63,37.66,5.19,44.16,2.6,5.19,5.19,3,3,0,3,9,0,0,0,0,0,0,0,1,3,77,Weekday,2,0,9,8.555555556
8015,PhD,Divorced,2,0,0,88,54.38,5.79,30.08,8.83,0,0.91,1,4,6,9,1,0,0,0,0,0,0,1,1,2,1313,Weekend,0,1,20,65.65
10617,Master,Divorced,0,0,0,34,26.67,13.33,33.33,6.67,6.67,13.33,2,3,0,3,5,0,0,0,0,0,0,0,0,0,30,Weekday,0,0,8,3.75
11166,Graduation,Married,1,0,100,81,72.7,1.59,17.78,0.95,0.63,6.35,2,6,2,4,7,0,0,0,0,0,0,0,1,2,315,Weekend,1,0,14,22.5
849,Master,Live_in,1,0,100,65,48.48,7.27,20.15,5.91,10.91,7.27,4,6,2,10,4,0,0,0,0,0,0,0,2,2,660,Weekday,1,0,22,30
523,Graduation,Married,0,100,0,51,31.08,0,35.14,9.46,20.27,4.05,1,2,0,4,5,0,0,0,0,0,0,0,0,2,74,Weekday,1,0,7,10.57142857
4066,Master,Divorced,0,100,0,76,2.17,10.87,17.39,8.7,17.39,43.48,2,2,1,2,6,0,0,0,0,0,0,0,0,0,46,Weekday,1,0,7,6.571428571
8414,PhD,Single,0,0,100,76,65.12,0,13.95,0,0,20.93,2,2,0,4,7,0,0,0,0,0,0,0,1,1,86,Weekday,1,0,8,10.75
819,Graduation,Widow,2,0,0,84,46.06,11.24,22.57,4.53,3.45,12.15,1,6,5,13,3,0,0,0,0,0,0,0,2,1,1103,Weekday,0,0,25,44.12
4961,Master,Live_in,0,100,0,56,47.54,0,40.98,3.28,3.28,4.92,4,2,1,4,4,0,0,0,0,0,0,0,1,0,61,Weekday,1,0,11,5.545454545
749,Graduation,Live_in,1,100,0,31,31.72,4.83,40.69,1.38,2.76,18.62,2,3,1,3,6,1,0,0,0,0,0,1,0,1,145,Weekday,1,2,9,16.11111111
5430,Graduation,Live_in,1,50,50,0,66.37,0,25,1.17,2.78,4.68,12,9,2,8,8,0,0,0,0,0,0,0,1,3,684,Weekday,2,0,31,22.06451613
7755,PhD,Married,1,0,100,91,85.16,0.73,9.49,0,0,4.62,2,9,1,4,8,0,0,0,0,0,0,0,2,1,411,Weekday,1,0,16,25.6875
10525,Graduation,Single,0,100,0,40,37.04,0,29.63,0,0,33.33,1,1,0,2,9,1,0,0,0,0,0,1,0,3,27,Weekend,1,2,4,6.75
1453,PhD,Widow,1,0,0,59,69.34,3.77,17.26,4.91,1.89,2.83,2,9,3,13,6,0,0,0,0,0,0,0,2,2,1060,Weekday,0,0,27,39.25925926
8310,Graduation,Live_in,2,0,100,96,61.48,8.64,13.43,6.24,7.68,2.54,3,10,4,7,6,0,0,0,0,0,0,0,1,3,1459,Weekend,1,0,24,60.79166667
10710,Graduation,Married,0,0,100,61,27.78,11.11,16.67,16.67,0,27.78,1,1,0,2,8,0,0,0,0,0,0,0,0,3,18,Weekend,1,0,4,4.5
5031,Graduation,Live_in,2,0,0,14,42.39,1.91,39.88,2.13,7.47,6.22,1,5,9,11,2,0,0,1,0,0,0,1,1,3,1833,Weekday,0,2,26,70.5
2613,Master,Married,1,0,100,16,68.35,2.53,15.61,2.53,5.49,5.49,2,1,3,6,1,0,0,0,0,0,0,0,1,0,237,Weekday,1,0,12,19.75
213,PhD,Single,0,50,50,98,72.92,0,22.92,0,0,4.17,4,2,1,3,7,0,0,0,0,0,0,0,1,0,48,Weekday,2,0,10,4.8
967,Graduation,Married,1,50,50,11,66.41,1.75,21.75,3.69,2.72,3.69,10,5,2,9,7,0,0,0,0,0,0,1,0,1,515,Weekend,2,1,26,19.80769231
1077,Graduation,Live_in,1,0,0,52,25.29,10.29,23.43,23.24,16.86,0.88,1,7,3,4,4,0,0,0,0,0,0,0,1,3,1020,Weekday,0,0,15,68
7959,Graduation,Married,2,0,0,19,48.03,5.84,35.26,8.98,0.95,0.95,1,3,2,5,1,0,0,0,0,0,0,0,1,0,1370,Weekend,0,0,11,124.5454545
640,Graduation,Married,1,0,100,61,34.7,7.8,32.07,13.45,1.66,10.33,2,7,6,10,5,0,0,0,0,0,0,0,2,2,1026,Weekend,1,0,25,41.04
4252,Graduation,Married,1,0,100,73,70.76,1.66,9.3,2.33,2.33,13.62,1,4,1,6,5,0,0,0,0,0,0,0,1,0,301,Weekday,1,0,12,25.08333333
8432,Graduation,Live_in,1,50,50,0,66.37,0,25,1.17,2.78,4.68,12,9,2,8,8,0,0,0,0,0,0,0,1,3,684,Weekday,2,0,31,22.06451613
6218,Graduation,Married,1,0,100,74,91.58,0.8,5.81,0,0,1.8,1,8,1,7,7,0,1,0,0,0,0,0,1,3,499,Weekend,1,1,17,29.35294118
6905,Graduation,Live_in,2,0,0,55,24,4.48,60.16,3.39,2.59,5.38,1,6,4,10,2,0,0,0,0,0,0,0,0,3,1004,Weekday,0,0,21,47.80952381
5922,PhD,Married,0,0,100,48,96.33,0,2.75,0,0,0.92,2,4,1,5,7,0,0,0,0,0,0,0,1,1,218,Weekday,1,0,12,18.16666667
3598,Graduation,Married,1,0,100,53,72.77,5.78,13.7,1.16,4.79,1.82,4,4,2,12,4,0,0,0,0,0,0,0,1,2,606,Weekend,1,0,22,27.54545455
6116,Master,Married,1,0,100,13,25.33,17.33,24,13.33,9.33,10.67,1,1,1,3,3,0,0,0,0,0,0,0,1,2,75,Weekday,1,0,6,12.5
6263,Graduation,Live_in,0,33,67,34,26.42,8.49,34.91,11.32,6.6,12.26,3,2,0,4,8,0,0,0,0,0,0,0,1,3,106,Weekday,3,0,9,11.77777778
10486,Graduation,Married,2,0,0,54,48.08,7.58,16.36,2.93,15.25,9.8,1,4,4,8,2,0,0,0,0,0,0,0,2,2,990,Weekend,0,0,17,58.23529412
2410,Graduation,Single,2,0,0,69,33.18,3.65,38.74,14.4,5.47,4.56,1,3,4,8,1,0,0,0,0,0,0,0,1,0,1097,Weekday,0,0,16,68.5625
193,Basic,Married,0,0,0,81,0,0,12.5,18.75,18.75,50,1,1,0,2,5,1,0,0,0,0,0,0,0,0,16,Weekend,0,1,4,4
3363,Master,Married,0,0,0,99,0,17.65,8.82,20.59,17.65,35.29,1,1,0,3,8,0,0,0,0,0,0,0,1,0,34,Weekday,0,0,5,6.8
8278,PhD,Married,2,0,0,3,50.44,4.85,31.97,5.03,5.79,1.93,1,8,2,5,5,0,0,0,0,0,0,0,0,3,1711,Weekday,0,0,16,106.9375
10660,Master,Married,2,50,50,61,79.68,1.6,7.99,0,0,10.73,3,8,2,4,7,0,1,0,0,0,0,0,1,0,438,Weekend,2,1,17,25.76470588
8686,Basic,Live_in,0,100,0,65,6.67,30.67,20,0,24,18.67,2,2,0,3,8,0,0,0,0,0,0,0,0,3,75,Weekday,1,0,7,10.71428571
1604,Master,Married,1,0,100,93,81.78,0.89,8.44,3.56,3.56,1.78,3,2,2,6,5,0,0,0,0,0,0,0,1,1,225,Weekday,1,0,13,17.30769231
5907,Master,Married,0,50,50,24,44.44,0,44.44,0,0,11.11,1,1,0,2,8,0,0,0,0,0,0,0,2,3,18,Weekday,2,0,4,4.5
10669,Graduation,Married,1,0,100,8,58.94,4.47,13.62,13.19,4.47,5.32,2,3,2,10,3,0,0,0,0,0,0,0,0,2,470,Weekday,1,0,17,27.64705882
2918,Graduation,Divorced,0,50,50,72,48.35,5.49,20.88,0,4.4,20.88,3,2,0,4,5,0,0,0,0,0,0,0,0,2,91,Weekday,2,0,9,10.11111111
5735,Master,Single,2,0,0,29,45.78,4.75,36.24,3.72,5.7,3.8,1,3,4,10,1,0,0,1,0,0,0,0,0,0,2525,Weekday,0,1,18,140.2777778
359,Graduation,Live_in,1,0,100,33,74.01,2.78,16.47,1.19,1.79,3.77,3,8,2,6,7,0,0,0,0,0,1,0,2,3,504,Weekend,1,0,19,26.52631579
8387,Graduation,Married,1,0,100,68,57.02,3.4,32.34,2.55,0,4.68,1,4,1,5,6,0,0,0,0,0,0,0,1,3,235,Weekend,1,0,11,21.36363636
1829,PhD,Divorced,1,0,100,55,93.18,0,4.87,0,0,1.95,3,9,5,4,7,0,1,0,0,0,0,1,1,2,1232,Weekday,1,2,21,58.66666667
3839,Basic,Single,0,50,50,76,6.82,13.64,3.41,23.86,6.82,45.45,5,2,2,3,5,0,0,0,0,0,0,0,1,2,88,Weekday,2,0,12,7.333333333
9392,Graduation,Single,0,100,0,17,23.53,5.88,64.71,0,0,5.88,1,1,0,2,7,0,0,0,0,0,0,0,1,0,17,Weekday,1,0,4,4.25
2292,Graduation,Single,0,100,0,94,20.83,16.67,33.33,8.33,0,20.83,1,1,0,3,5,0,0,0,0,0,0,0,0,1,24,Weekday,1,0,5,4.8
10466,Graduation,Married,1,50,50,86,40,3.33,33.33,3.33,3.33,16.67,2,1,0,4,4,0,0,0,0,0,0,0,1,1,60,Weekday,2,0,7,8.571428571
9855,PhD,Single,1,0,100,25,88.14,0,9.9,0,0,1.96,1,6,6,13,4,0,0,0,1,0,0,0,2,1,1020,Weekend,1,1,26,39.23076923
4088,PhD,Live_in,0,0,100,22,69.68,0.65,18.06,8.39,0.65,2.58,2,3,1,4,8,0,0,0,0,0,0,0,1,3,155,Weekday,1,0,10,15.5
5231,Master,Married,1,0,100,15,52.94,3.92,13.73,0,3.92,25.49,1,1,0,3,5,0,0,0,0,0,0,0,1,0,51,Weekday,2,0,5,10.2
590,Master,Divorced,2,0,0,35,45.03,3.64,30.3,11.92,3.64,5.46,1,5,6,4,3,0,0,0,0,0,0,1,1,3,1812,Weekday,0,1,16,113.25
8732,Master,Widow,2,0,100,81,88.84,0,4.79,2.53,0.96,2.87,4,7,4,10,4,0,1,1,0,0,0,1,1,3,1461,Weekend,1,3,25,58.44
2315,Graduation,Divorced,1,0,100,55,10.42,0,11.46,17.71,30.21,30.21,1,1,2,2,4,0,0,0,0,0,0,0,1,0,96,Weekday,1,0,6,16
3515,Graduation,Single,1,0,100,94,54.37,8.12,21.25,6.25,3.75,6.25,1,4,0,4,5,0,0,0,0,0,0,0,2,0,160,Weekday,1,0,9,17.77777778
2245,Master,Married,1,50,50,50,41.01,1.44,36.69,2.88,1.44,16.55,3,2,1,4,6,0,0,0,0,0,0,0,1,2,139,Weekday,2,0,10,13.9
6283,Master,Divorced,2,0,100,64,69.93,1.65,11.01,2.2,0.77,14.43,1,9,3,9,6,0,0,0,0,0,0,0,1,2,908,Weekday,1,0,22,41.27272727
2246,Master,Married,1,0,100,91,23.5,6.56,12.57,15.85,8.2,33.33,1,2,1,4,4,0,0,0,0,0,0,0,1,1,183,Weekday,1,0,8,22.875
6606,Master,Married,2,100,0,11,83.03,2.93,11.8,1.29,0,0.95,2,5,2,10,8,0,1,0,0,0,0,0,1,2,1161,Weekend,1,1,19,61.10526316
5545,PhD,Married,2,0,0,72,57.89,0.81,26.21,3.44,3.54,8.1,1,3,5,5,1,0,0,0,0,0,0,0,1,0,988,Weekday,0,0,14,70.57142857
7342,Master,Widow,1,0,100,6,31.81,13.25,10.54,24.16,14.09,6.16,3,6,6,12,5,0,0,0,0,0,0,0,1,3,1072,Weekday,1,0,27,39.7037037
837,Graduation,Married,1,50,50,0,36.21,3.45,32.76,7.47,7.47,12.64,4,2,1,5,4,0,0,0,0,0,0,0,0,1,174,Weekday,2,0,12,14.5
9500,Graduation,Married,1,0,100,66,29.16,13.72,22.3,13.46,10.29,11.08,3,9,2,8,7,0,0,0,0,0,1,0,1,2,758,Weekday,1,0,22,34.45454545
3602,Master,Married,1,0,100,42,71.79,1.54,14.87,2.05,2.56,7.18,2,3,2,4,4,0,0,0,0,0,0,0,1,0,195,Weekday,1,0,11,17.72727273
234,Graduation,Divorced,0,100,0,60,3.23,6.45,25.81,12.9,9.68,41.94,2,1,1,2,7,1,0,0,0,0,0,1,0,3,31,Weekend,1,2,6,5.166666667
2995,Master,Live_in,2,0,0,64,26.85,0.92,63.56,7.75,0.92,0,1,3,4,9,1,0,0,0,0,0,0,0,1,1,1084,Weekday,0,0,17,63.76470588
1118,Master,Married,1,0,100,87,79.42,1.9,12.41,1.17,0.88,4.23,3,10,4,5,8,1,0,0,0,0,0,0,1,2,685,Weekday,1,1,22,31.13636364
7789,PhD,Married,2,0,0,96,40.91,5.98,47.91,1.26,3.95,0,1,6,9,10,2,0,0,1,0,0,0,0,1,1,1672,Weekend,0,1,26,64.30769231
3068,Graduation,Married,0,0,0,1,2.33,27.91,20.93,0,32.56,16.28,1,2,0,3,7,0,0,0,0,0,0,0,0,1,43,Weekday,0,0,6,7.166666667
8955,PhD,Live_in,0,0,100,54,71.43,0,8.16,0,0,20.41,1,1,1,2,5,1,0,0,0,0,0,0,1,0,49,Weekend,2,1,5,9.8
945,Graduation,Live_in,0,0,100,53,65.41,2.26,18.8,2.26,1.5,9.77,2,3,0,4,7,0,0,0,0,0,0,0,1,2,133,Weekend,1,0,9,14.77777778
